,2,3,4
161,1.0,1.0,1.0
162,1.0,1.0,1.0
163,1.0,1.0,1.0
164,1.0,1.0,1.0
165,1.0,1.0,1.0
166,1.0,1.0,1.0
167,1.0,0.0,0.0
168,1.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,3.0
174,0.0,2.0,2.0
175,0.0,0.0,2.0
176,0.0,0.0,2.0
177,0.0,0.0,2.0
178,0.0,0.0,2.0
179,0.0,0.0,2.0
180,0.0,0.0,2.0
181,1.0,0.0,2.0
182,1.0,0.0,2.0
183,1.0,1.0,1.0
184,1.0,1.0,1.0
185,1.0,1.0,1.0
186,1.0,1.0,1.0
187,1.0,1.0,1.0
188,1.0,1.0,1.0
189,1.0,1.0,1.0
190,1.0,1.0,1.0
191,1.0,1.0,1.0
192,1.0,1.0,1.0
193,1.0,0.0,0.0
194,1.0,0.0,0.0
195,0.0,0.0,0.0
196,0.0,0.0,0.0
197,0.0,0.0,0.0
198,0.0,0.0,3.0
199,0.0,2.0,2.0
200,0.0,0.0,2.0
201,0.0,0.0,2.0
202,0.0,0.0,2.0
203,0.0,0.0,2.0
204,0.0,0.0,2.0
205,0.0,0.0,2.0
206,0.0,0.0,2.0
207,1.0,0.0,2.0
208,1.0,1.0,1.0
209,1.0,1.0,1.0
210,1.0,0.0,0.0
211,1.0,0.0,0.0
212,0.0,0.0,0.0
213,0.0,0.0,0.0
214,0.0,2.0,3.0
215,0.0,2.0,2.0
216,0.0,2.0,2.0
217,0.0,2.0,2.0
218,0.0,2.0,2.0
219,0.0,0.0,2.0
220,1.0,1.0,2.0
221,0.0,2.0,2.0
222,1.0,1.0,1.0
223,1.0,1.0,1.0
224,1.0,0.0,2.0
225,1.0,1.0,1.0
226,1.0,1.0,1.0
227,1.0,0.0,2.0
228,1.0,0.0,2.0
229,1.0,0.0,2.0
230,1.0,1.0,1.0
231,1.0,0.0,2.0
232,1.0,0.0,2.0
233,0.0,2.0,3.0
234,1.0,0.0,2.0
235,1.0,0.0,2.0
236,1.0,0.0,0.0
237,1.0,0.0,0.0
238,0.0,0.0,2.0
239,1.0,0.0,2.0
240,1.0,0.0,2.0
241,1.0,1.0,1.0
242,1.0,1.0,1.0
243,1.0,1.0,1.0
244,1.0,1.0,1.0
245,1.0,1.0,1.0
246,1.0,0.0,2.0
247,1.0,0.0,0.0
248,1.0,0.0,0.0
249,0.0,0.0,0.0
250,0.0,0.0,0.0
251,0.0,0.0,2.0
252,1.0,0.0,2.0
253,1.0,0.0,2.0
254,1.0,1.0,1.0
255,1.0,1.0,1.0
256,1.0,1.0,1.0
257,1.0,1.0,1.0
258,1.0,1.0,1.0
259,1.0,1.0,1.0
260,1.0,1.0,1.0
261,1.0,1.0,1.0
262,1.0,1.0,1.0
263,1.0,1.0,1.0
264,1.0,0.0,0.0
265,1.0,0.0,0.0
266,0.0,0.0,0.0
267,0.0,0.0,0.0
268,0.0,0.0,0.0
269,0.0,0.0,2.0
270,1.0,0.0,2.0
271,1.0,0.0,2.0
272,1.0,1.0,2.0
273,1.0,1.0,1.0
274,1.0,1.0,1.0
275,1.0,1.0,1.0
276,1.0,1.0,1.0
277,1.0,1.0,1.0
278,1.0,1.0,1.0
279,1.0,1.0,1.0
280,1.0,1.0,1.0
281,1.0,1.0,1.0
282,1.0,1.0,1.0
283,1.0,1.0,1.0
284,1.0,0.0,0.0
285,1.0,0.0,0.0
286,0.0,0.0,0.0
287,0.0,0.0,0.0
288,0.0,0.0,0.0
289,1.0,0.0,2.0
290,1.0,0.0,2.0
291,1.0,1.0,1.0
292,1.0,1.0,1.0
293,1.0,1.0,1.0
294,1.0,1.0,1.0
295,1.0,1.0,1.0
296,1.0,1.0,1.0
297,1.0,1.0,1.0
298,1.0,1.0,1.0
299,1.0,1.0,1.0
300,1.0,1.0,1.0
301,1.0,1.0,1.0
302,1.0,1.0,0.0
303,1.0,0.0,0.0
304,0.0,0.0,0.0
305,0.0,0.0,0.0
306,0.0,0.0,0.0
307,0.0,2.0,3.0
308,0.0,2.0,2.0
309,0.0,2.0,3.0
310,0.0,2.0,2.0
311,0.0,2.0,2.0
312,0.0,0.0,2.0
313,0.0,0.0,2.0
314,1.0,1.0,1.0
315,1.0,1.0,1.0
316,1.0,1.0,1.0
317,1.0,1.0,1.0
318,1.0,1.0,1.0
319,1.0,1.0,1.0
320,1.0,1.0,1.0
321,1.0,1.0,1.0
322,0.0,2.0,3.0
323,0.0,2.0,3.0
324,0.0,2.0,2.0
325,0.0,2.0,2.0
326,0.0,2.0,2.0
327,0.0,2.0,2.0
328,0.0,2.0,2.0
329,0.0,2.0,2.0
330,0.0,2.0,2.0
331,0.0,2.0,2.0
332,0.0,2.0,2.0
333,0.0,2.0,2.0
334,0.0,2.0,2.0
335,0.0,2.0,2.0
336,1.0,1.0,2.0
337,0.0,2.0,2.0
338,0.0,2.0,2.0
339,0.0,2.0,3.0
340,0.0,2.0,3.0
341,0.0,2.0,2.0
342,1.0,1.0,1.0
343,1.0,1.0,1.0
344,1.0,1.0,1.0
345,1.0,1.0,1.0
346,1.0,1.0,1.0
347,1.0,1.0,1.0
348,1.0,1.0,1.0
349,1.0,1.0,1.0
350,1.0,1.0,1.0
351,1.0,1.0,1.0
352,1.0,1.0,1.0
353,1.0,0.0,2.0
354,1.0,0.0,2.0
355,1.0,1.0,2.0
356,1.0,1.0,1.0
357,0.0,2.0,3.0
358,0.0,2.0,3.0
359,0.0,2.0,3.0
360,0.0,2.0,3.0
361,1.0,1.0,1.0
362,1.0,1.0,1.0
363,1.0,1.0,1.0
364,1.0,1.0,1.0
365,1.0,1.0,1.0
366,1.0,0.0,2.0
367,1.0,0.0,2.0
368,1.0,0.0,0.0
369,0.0,2.0,3.0
370,0.0,2.0,3.0
371,0.0,2.0,3.0
372,1.0,1.0,3.0
373,1.0,1.0,1.0
374,1.0,1.0,1.0
375,1.0,1.0,1.0
376,1.0,1.0,1.0
377,1.0,1.0,1.0
378,1.0,0.0,0.0
379,1.0,0.0,0.0
380,0.0,0.0,2.0
381,1.0,1.0,1.0
382,1.0,1.0,1.0
383,1.0,1.0,1.0
384,1.0,1.0,1.0
385,1.0,1.0,1.0
386,1.0,1.0,1.0
387,1.0,1.0,1.0
388,1.0,1.0,1.0
389,1.0,1.0,1.0
390,1.0,1.0,1.0
391,1.0,1.0,1.0
392,1.0,1.0,0.0
393,1.0,0.0,0.0
394,0.0,0.0,0.0
395,1.0,0.0,2.0
396,1.0,1.0,1.0
397,1.0,1.0,1.0
398,1.0,1.0,1.0
399,1.0,1.0,1.0
400,1.0,1.0,1.0
401,1.0,1.0,1.0
402,1.0,1.0,1.0
403,1.0,1.0,1.0
404,1.0,1.0,1.0
405,1.0,1.0,1.0
406,1.0,1.0,1.0
407,1.0,1.0,1.0
408,1.0,1.0,0.0
409,1.0,0.0,0.0
410,1.0,1.0,1.0
411,1.0,1.0,1.0
412,1.0,1.0,1.0
413,1.0,1.0,1.0
414,1.0,1.0,1.0
415,1.0,1.0,1.0
416,1.0,1.0,1.0
417,1.0,1.0,1.0
418,1.0,1.0,1.0
419,1.0,1.0,1.0
420,0.0,2.0,3.0
421,0.0,2.0,3.0
422,0.0,2.0,3.0
423,0.0,2.0,3.0
424,0.0,2.0,2.0
425,0.0,2.0,2.0
426,0.0,2.0,3.0
427,1.0,1.0,1.0
428,0.0,2.0,3.0
429,0.0,2.0,3.0
430,0.0,2.0,3.0
431,0.0,2.0,3.0
432,0.0,2.0,3.0
433,0.0,2.0,2.0
434,0.0,2.0,3.0
435,0.0,2.0,3.0
436,0.0,2.0,2.0
437,0.0,2.0,2.0
438,0.0,2.0,3.0
439,0.0,2.0,3.0
440,0.0,2.0,3.0
441,0.0,2.0,3.0
442,0.0,2.0,2.0
443,0.0,2.0,2.0
444,0.0,2.0,2.0
445,0.0,2.0,3.0
446,1.0,1.0,1.0
447,1.0,1.0,1.0
448,1.0,1.0,1.0
449,1.0,1.0,1.0
450,1.0,1.0,1.0
451,1.0,1.0,1.0
452,1.0,1.0,1.0
453,1.0,1.0,1.0
454,1.0,1.0,1.0
455,0.0,2.0,3.0
456,1.0,1.0,1.0
457,1.0,1.0,1.0
458,1.0,1.0,1.0
459,1.0,1.0,1.0
460,0.0,2.0,3.0
461,1.0,1.0,3.0
462,1.0,1.0,1.0
463,1.0,1.0,1.0
464,1.0,1.0,1.0
465,1.0,1.0,1.0
466,1.0,1.0,3.0
467,1.0,1.0,3.0
468,1.0,1.0,1.0
469,1.0,1.0,1.0
470,1.0,1.0,1.0
471,1.0,1.0,1.0
472,1.0,1.0,1.0
473,1.0,1.0,1.0
474,1.0,1.0,1.0
475,1.0,1.0,1.0
476,1.0,1.0,1.0
477,1.0,1.0,1.0
478,1.0,1.0,1.0
479,1.0,1.0,1.0
480,1.0,1.0,1.0
481,0.0,2.0,3.0
482,1.0,1.0,1.0
483,1.0,1.0,1.0
484,1.0,1.0,1.0
485,1.0,1.0,1.0
486,1.0,1.0,1.0
487,1.0,1.0,1.0
488,1.0,1.0,1.0
489,1.0,1.0,1.0
490,1.0,1.0,1.0
491,0.0,2.0,3.0
492,0.0,2.0,3.0
493,0.0,2.0,3.0
494,0.0,2.0,3.0
495,0.0,2.0,3.0
496,0.0,2.0,3.0
497,0.0,2.0,3.0
498,0.0,2.0,3.0
499,0.0,2.0,3.0
500,0.0,2.0,3.0
501,0.0,2.0,3.0
502,0.0,2.0,3.0
503,0.0,2.0,3.0
504,0.0,2.0,3.0
505,0.0,2.0,3.0
506,0.0,2.0,3.0
507,0.0,2.0,3.0
508,0.0,2.0,3.0
509,0.0,2.0,3.0
510,0.0,2.0,3.0
511,0.0,2.0,3.0
512,0.0,2.0,3.0
513,0.0,2.0,3.0
514,0.0,2.0,3.0
515,1.0,1.0,1.0
516,0.0,2.0,3.0
517,1.0,1.0,3.0
518,0.0,2.0,3.0
519,0.0,2.0,3.0
520,0.0,2.0,3.0
521,0.0,2.0,3.0
522,0.0,2.0,3.0
523,0.0,2.0,3.0
524,0.0,2.0,3.0
525,0.0,2.0,3.0
526,0.0,2.0,3.0
527,0.0,2.0,3.0
528,0.0,2.0,3.0
529,0.0,2.0,3.0
530,0.0,2.0,3.0
531,0.0,2.0,3.0
532,0.0,2.0,3.0
533,0.0,2.0,3.0
534,0.0,2.0,3.0
535,0.0,2.0,3.0
536,0.0,2.0,3.0
537,0.0,2.0,3.0
538,0.0,2.0,3.0
539,0.0,2.0,3.0
540,0.0,2.0,3.0
541,0.0,2.0,3.0
542,0.0,2.0,3.0
543,0.0,2.0,3.0
544,0.0,2.0,3.0
545,0.0,2.0,3.0
546,0.0,2.0,3.0
547,0.0,2.0,3.0
548,0.0,2.0,3.0
549,0.0,2.0,3.0
550,0.0,2.0,3.0
551,0.0,2.0,3.0
552,0.0,2.0,3.0
553,0.0,2.0,3.0
554,0.0,2.0,3.0
555,0.0,2.0,3.0
556,0.0,2.0,3.0
557,0.0,2.0,3.0
558,0.0,2.0,3.0
559,0.0,2.0,3.0
560,0.0,2.0,3.0
561,0.0,2.0,3.0
562,0.0,2.0,3.0
563,0.0,2.0,3.0
564,0.0,2.0,3.0
565,0.0,2.0,3.0
566,0.0,2.0,3.0
567,0.0,2.0,3.0
568,0.0,2.0,3.0
569,0.0,2.0,3.0
570,0.0,2.0,3.0
571,0.0,2.0,3.0
572,0.0,2.0,3.0
573,0.0,2.0,3.0
574,0.0,2.0,3.0
575,0.0,2.0,3.0
576,0.0,2.0,3.0
577,0.0,2.0,3.0
578,0.0,2.0,3.0
579,0.0,2.0,3.0
580,0.0,2.0,3.0
581,0.0,2.0,3.0
582,0.0,2.0,3.0
583,0.0,2.0,3.0
584,0.0,2.0,3.0
585,0.0,2.0,3.0
586,0.0,2.0,3.0
587,0.0,2.0,3.0
588,0.0,2.0,3.0
589,0.0,2.0,3.0
590,0.0,2.0,3.0
591,0.0,2.0,3.0
592,0.0,2.0,3.0
593,0.0,2.0,3.0
594,0.0,2.0,3.0
595,0.0,2.0,3.0
596,0.0,2.0,3.0
597,0.0,2.0,3.0
598,0.0,2.0,3.0
